wdur,twdur,age,jobno2,single,hrswk,size,marri,female,white,rhrpay2,ind_pub,highsch,graduate,hrswk_sq
13,13,21,1,0,35,1,"Never-married",1,0,353,1,1,0,1225
3,289,26,9,0,5,-4,"Never-married",1,1,372,1,0,1,25
34,156,19,2,1,40,4,"Never-married",0,0,394,0,0,0,1600
31,187,20,3,1,40,10,"Never-married",0,0,461,0,0,0,1600
68,68,24,1,1,15,15,"Married",1,0,362,1,1,0,225
70,138,24,2,0,40,20,"Married",1,0,402,0,1,0,1600
18,114,21,5,1,37,30,"Never-married",0,0,297,0,1,0,1369
3,117,21,6,1,30,-4,"Never-married",0,0,79,0,1,0,900
3,120,21,7,1,41,-4,"Never-married",0,0,278,0,1,0,1681
19,175,23,10,1,40,-4,"Never-married",0,0,525,0,1,0,1600
40,215,24,11,1,40,40,"Never-married",0,0,74,0,1,0,1600
123,338,26,12,0,38,47,"Never-married",0,0,70,0,1,0,1444
20,362,26,13,0,40,10,"Never-married",0,0,332,0,1,0,1600
29,414,27,15,0,35,37,"Never-married",0,0,338,0,1,0,1225
36,452,29,15,1,40,34,"Never-married",0,0,332,0,1,0,1600
10,37,21,5,1,25,-4,"Never-married",1,0,282,0,0,0,625
24,371,31,12,1,50,-4,"Never-married",1,0,342,0,1,0,2500
30,77,21,2,0,45,15,"Never-married",0,1,525,0,1,0,2025
12,155,23,7,1,30,-4,"Never-married",0,1,355,0,1,0,900
5,160,23,8,0,40,-4,"Never-married",0,1,295,0,1,0,1600
8,68,18,2,1,30,-4,"Never-married",1,1,379,0,0,0,900
39,107,19,3,1,40,15,"Never-married",1,1,434,0,0,0,1600
12,126,19,5,1,40,-4,"Never-married",1,1,97,0,0,0,1600
86,220,21,7,1,40,40,"Never-married",1,1,84,0,0,0,1600
20,240,22,8,1,40,30,"Never-married",1,1,84,0,0,0,1600
94,334,23,9,0,40,45,"Never-married",1,1,79,0,0,0,1600
11,348,24,10,1,40,-4,"Never-married",1,1,450,0,0,0,1600
1,349,24,11,0,40,550,"Never-married",1,1,513,0,0,0,1600
7,398,27,13,0,20,10,"Never-married",1,1,350,1,1,0,400
5,471,28,14,0,35,100,"Never-married",1,1,274,0,1,0,1225
47,47,19,1,0,30,15,"Never-married",1,1,276,0,0,0,900
49,49,19,1,1,40,8,"Married",1,1,276,0,1,0,1600
3,52,19,2,1,15,-4,"Married",1,1,276,0,1,0,225
18,221,24,11,1,40,50,"Married",1,1,236,0,1,0,1600
69,415,29,14,0,30,15,"Divorced",1,1,264,0,1,0,900
17,17,19,1,0,30,-4,"Never-married",0,0,263,0,0,0,900
103,140,22,2,0,30,50,"Never-married",0,0,86,0,1,0,900
8,266,24,4,1,30,-4,"Never-married",0,0,79,0,1,0,900
37,303,25,5,0,20,30,"Never-married",0,0,79,0,1,0,400
22,385,27,7,0,40,8,"Never-married",0,0,481,0,0,1,1600
388,777,35,7,1,50,5,"Married",0,0,551,0,0,1,2500
199,199,24,1,0,34,11,"Never-married",1,0,504,1,1,0,1156
100,401,27,1,0,33,9,"Never-married",1,0,532,1,1,0,1089
237,639,32,1,0,32,9,"Never-married",1,0,581,1,1,0,1024
54,54,22,1,0,30,15,"Never-married",0,1,360,0,1,0,900
2,148,29,5,0,37,60,"Never-married",0,1,532,0,0,1,1369
40,108,22,4,1,30,200,"Never-married",0,1,324,0,1,0,900
11,119,22,5,1,35,200,"Never-married",0,1,342,0,1,0,1225
12,156,23,8,1,40,-4,"Never-married",0,1,455,0,1,0,1600
17,289,26,11,1,40,900,"Married",0,1,307,0,1,0,1600
102,487,31,14,1,40,1000,"Married",0,1,552,0,1,0,1600
53,53,18,1,1,30,11,"Never-married",1,1,250,0,1,0,900
204,289,24,3,1,35,200,"Married",1,1,441,0,1,0,1225
157,748,27,8,1,54,40,"Married",0,0,433,0,1,0,2916
99,99,24,1,1,40,5,"Married",1,0,404,1,0,0,1600
35,35,18,1,0,40,4,"Never-married",1,0,435,0,1,0,1600
27,109,19,3,0,40,700,"Married",1,0,941,0,1,0,1600
1,113,19,4,0,20,-4,"Married",1,0,90,0,1,0,400
169,169,31,1,1,40,4,"Married",1,1,390,0,1,0,1600
3,8,18,2,1,20,-4,"Never-married",1,0,242,0,0,0,400
5,93,29,7,0,40,-4,"Never-married",1,0,311,0,0,0,1600
51,149,31,8,1,20,20,"Never-married",1,0,352,0,0,0,400
17,17,24,1,1,40,10,"Never-married",1,0,301,0,1,0,1600
339,356,25,2,0,40,30,"Never-married",1,0,315,1,1,0,1600
116,418,31,4,1,40,2000,"Married",0,1,710,1,0,1,1600
38,560,35,6,1,40,1756,"Married",0,1,644,1,0,1,1600
1,1,20,1,0,32,-4,"Never-married",1,1,453,1,1,0,1024
47,58,24,3,0,10,-2,"Never-married",1,1,276,1,0,1,100
45,336,32,5,1,30,8,"Never-married",1,1,398,0,0,1,900
6,6,27,1,0,30,-2,"Never-married",0,1,270,1,0,1,900
116,152,31,1,1,6,-2,"Never-married",0,1,258,1,0,1,36
32,184,31,3,1,40,-4,"Never-married",0,1,635,0,0,1,1600
62,246,31,4,1,40,-2,"Never-married",0,1,504,0,0,1,1600
34,164,23,2,1,40,30,"Never-married",1,1,446,1,0,1,1600
42,206,24,3,1,40,25,"Never-married",1,1,649,0,0,1,1600
26,232,24,4,0,45,11,"Never-married",1,1,538,0,0,1,2025
67,449,28,7,1,30,10,"Never-married",1,1,236,0,1,0,900
21,87,21,2,1,40,6,"Never-married",0,1,236,0,0,0,1600
121,281,26,5,1,40,5,"Never-married",0,1,252,0,0,0,1600
126,419,28,7,1,40,8,"Never-married",0,1,291,0,0,0,1600
45,464,29,8,1,40,6,"Never-married",0,1,322,0,0,0,1600
18,29,17,2,1,30,-4,"Never-married",1,1,217,0,0,0,900
19,52,18,4,0,40,200,"Never-married",1,1,327,0,0,0,1600
19,99,19,4,1,40,150,"Never-married",1,1,363,0,0,0,1600
13,112,19,6,0,15,50,"Never-married",1,1,84,0,0,0,225
30,326,26,11,0,35,40,"Married",1,1,287,0,0,0,1225
143,143,20,1,1,30,16,"Never-married",1,1,256,1,0,0,900
83,234,32,3,0,32,30,"Married",1,1,79,0,0,0,1024
43,281,32,4,0,100,1000,"Married",1,1,498,1,0,0,10000
105,390,32,5,0,24,50,"Married",1,1,71,0,0,0,576
1,260,31,12,1,15,-4,"Never-married",1,1,237,0,1,0,225
34,34,21,1,0,45,7,"Never-married",1,1,660,0,1,0,2025
5,56,19,4,1,20,-4,"Never-married",1,1,203,0,1,0,400
41,237,24,4,1,50,30,"Never-married",1,1,505,0,0,1,2500
13,268,25,6,0,15,40,"Never-married",1,1,406,0,0,1,225
194,250,25,2,0,23,100,"Never-married",0,1,262,0,1,0,529
29,29,19,1,1,15,25,"Never-married",1,1,242,0,1,0,225
133,133,23,1,1,30,25,"Never-married",1,1,371,0,0,1,900
201,255,35,1,1,40,-2,"Divorced",1,1,1369,1,0,1,1600
42,42,19,1,1,30,-2,"Never-married",0,1,84,0,1,0,900
1,256,24,6,0,35,-4,"Never-married",0,1,101,0,1,0,1225
15,303,27,6,1,30,20,"Never-married",0,1,101,0,1,0,900
65,368,29,9,1,40,10,"Married",0,1,362,0,1,0,1600
259,259,25,1,0,40,100,"Never-married",0,0,331,1,1,0,1600
195,195,22,1,0,21,40,"Never-married",0,0,326,0,1,0,441
23,23,28,1,0,20,250,"Never-married",0,0,286,0,0,1,400
55,55,26,1,0,40,60,"Never-married",1,0,266,1,0,1,1600
9,154,22,6,1,35,-4,"Never-married",0,0,211,1,0,0,1225
76,230,25,7,0,40,25,"Never-married",0,0,288,0,1,0,1600
31,312,25,8,1,40,30,"Never-married",0,0,297,0,1,0,1600
21,333,26,9,1,40,-4,"Never-married",0,0,337,0,1,0,1600
56,56,20,1,1,40,233,"Never-married",0,1,336,0,1,0,1600
40,108,21,3,1,40,150,"Never-married",0,1,473,0,1,0,1600
12,120,21,4,0,40,100,"Never-married",0,1,394,0,1,0,1600
4,187,23,6,1,38,-4,"Never-married",0,1,191,0,1,0,1444
13,200,23,7,1,40,-4,"Never-married",0,1,315,0,1,0,1600
54,254,24,8,1,40,200,"Married",0,1,480,0,1,0,1600
14,470,29,13,1,40,200,"Married",0,1,387,0,1,0,1600
26,487,31,3,1,40,200,"Divorced",0,0,368,0,1,0,1600
5,5,17,1,1,25,-4,"Never-married",0,0,235,0,0,0,625
11,30,19,4,1,28,-4,"Never-married",0,0,256,0,0,0,784
76,145,21,6,1,25,25,"Never-married",0,0,334,0,0,0,625
15,160,22,7,1,40,250,"Never-married",0,0,306,0,0,0,1600
30,190,22,8,1,35,5,"Never-married",0,0,342,0,0,0,1225
20,210,23,9,0,40,150,"Never-married",0,0,332,0,0,0,1600
16,295,27,11,1,38,-4,"Never-married",0,0,316,0,0,0,1444
61,356,29,12,1,40,-4,"Never-married",0,0,316,0,0,0,1600
189,545,31,13,1,40,8,"Never-married",0,0,459,0,0,0,1600
5,550,31,14,1,40,-4,"Never-married",0,0,612,0,0,0,1600
26,26,18,1,1,20,17,"Never-married",0,0,211,0,1,0,400
11,37,18,2,0,40,90,"Never-married",0,0,327,0,1,0,1600
140,283,23,2,0,40,400,"Never-married",0,0,297,0,1,0,1600
10,10,19,1,0,35,-4,"Never-married",1,0,295,0,1,0,1225
5,5,23,1,1,40,-4,"Never-married",1,0,743,0,0,1,1600
4,94,25,3,0,40,-4,"Married",1,0,820,1,0,1,1600
92,175,25,4,0,96,20,"Never-married",0,0,45,1,0,0,9216
244,437,30,4,1,96,140,"Never-married",0,0,50,1,0,0,9216
97,534,32,6,1,70,-4,"Never-married",0,0,55,0,0,0,4900
13,13,21,1,1,40,30,"Married",0,0,327,0,1,0,1600
123,136,23,2,1,40,12,"Married",0,0,542,0,1,0,1600
9,399,27,6,0,36,-4,"Married",0,0,337,0,1,0,1296
206,206,20,1,0,25,100,"Never-married",1,0,312,0,1,0,625
43,263,23,3,0,24,-4,"Married",1,0,345,0,1,0,576
82,359,24,4,0,32,25,"Married",1,0,333,0,1,0,1024
198,636,31,4,0,40,40,"Married",1,0,442,0,1,0,1600
7,697,31,7,0,20,7,"Married",1,0,311,0,1,0,400
34,34,20,1,1,20,60,"Never-married",0,1,87,0,1,0,400
114,148,22,2,1,40,35,"Never-married",0,1,138,0,1,0,1600
238,386,27,3,1,40,10,"Never-married",0,1,535,0,1,0,1600
36,36,19,1,1,45,36,"Married",1,1,305,0,0,0,2025
195,260,25,7,1,40,22,"Separated",1,1,464,0,0,0,1600
23,283,25,8,1,50,6,"Separated",1,1,241,0,0,0,2500
2,285,25,9,1,40,-4,"Separated",1,1,270,0,0,0,1600
50,50,19,1,1,32,15,"Never-married",0,1,89,0,1,0,1024
87,200,22,4,0,32,100,"Never-married",0,1,84,0,1,0,1024
37,246,23,4,0,30,20,"Never-married",0,1,81,0,1,0,900
20,274,24,4,1,40,50,"Never-married",0,1,79,0,1,0,1600
60,60,17,1,0,6,4,"Never-married",0,0,347,0,0,0,36
2,113,17,2,1,20,7,"Never-married",0,0,192,0,0,0,400
7,151,20,4,1,60,-4,"Never-married",0,0,295,0,0,0,3600
28,28,19,1,1,25,15,"Never-married",1,1,224,0,1,0,625
22,54,20,3,1,20,6,"Never-married",1,1,295,0,1,0,400
31,85,20,4,1,20,10,"Never-married",1,1,252,0,1,0,400
2,315,29,13,1,40,-4,"Married",1,1,279,0,1,0,1600
26,481,35,16,1,50,5,"Divorced",1,1,318,0,1,0,2500
61,61,19,1,1,30,8,"Never-married",0,0,337,0,0,0,900
5,160,23,6,1,50,-4,"Never-married",1,0,278,1,1,0,2500
5,165,23,7,1,40,-4,"Never-married",1,0,278,0,1,0,1600
29,344,33,12,1,40,40,"Married",1,0,367,1,1,0,1600
22,111,20,2,0,15,20,"Never-married",1,0,197,0,1,0,225
9,50,18,2,0,40,10,"Never-married",1,1,263,0,1,0,1600
180,243,22,4,1,40,100,"Never-married",1,1,436,1,1,0,1600
99,440,27,8,0,40,20,"Never-married",1,1,439,1,1,0,1600
24,85,19,2,1,27,30,"Never-married",1,1,157,0,1,0,729
99,184,20,3,1,40,4,"Never-married",1,1,334,0,1,0,1600
11,358,24,7,1,23,-4,"Never-married",1,1,134,0,1,0,529
67,425,25,8,1,36,65,"Never-married",1,1,70,0,1,0,1296
160,638,31,10,0,30,100,"Never-married",1,1,65,0,1,0,900
84,84,18,1,1,35,2,"Never-married",0,0,283,0,1,0,1225
14,248,26,6,0,37,10,"Never-married",0,0,252,0,1,0,1369
77,495,30,7,1,35,6,"Never-married",0,0,322,0,1,0,1225
178,263,23,3,0,20,30,"Never-married",1,1,207,1,1,0,400
113,146,29,2,0,48,408,"Never-married",0,1,748,0,1,0,2304
74,462,33,2,0,50,300,"Never-married",0,1,560,0,1,0,2500
155,236,23,2,1,35,20,"Never-married",1,1,422,1,0,1,1225
299,592,32,5,1,40,40,"Married",1,1,1228,1,0,1,1600
189,397,28,5,1,40,15,"Married",1,1,467,1,1,0,1600
53,53,21,1,0,40,-4,"Never-married",0,0,337,0,1,0,1600
103,230,21,3,1,40,7,"Never-married",0,0,434,0,1,0,1600
87,332,28,5,0,40,200,"Never-married",0,0,420,0,1,0,1600
58,550,33,7,1,40,5,"Never-married",0,0,379,0,1,0,1600
121,671,33,8,1,50,3,"Never-married",0,0,483,0,1,0,2500
16,329,31,7,1,33,12,"Never-married",1,0,283,0,0,0,1089
177,208,22,2,1,25,20,"Never-married",1,0,355,0,0,0,625
22,71,18,2,0,40,30,"Never-married",1,0,326,0,0,0,1600
49,469,31,12,1,25,15,"Never-married",1,0,252,0,0,0,625
53,53,21,1,0,25,1,"Never-married",1,0,236,0,1,0,625
75,134,23,3,1,36,-2,"Never-married",1,0,269,0,1,0,1296
11,300,27,7,1,40,-4,"Never-married",1,0,338,0,1,0,1600
64,364,28,8,1,35,6,"Never-married",1,0,332,0,1,0,1225
64,428,33,9,1,40,8,"Never-married",1,0,314,0,1,0,1600
205,291,31,4,0,33,3,"Never-married",1,0,336,0,1,0,1089
117,117,23,1,0,8,30,"Never-married",1,0,358,1,1,0,64
35,35,22,1,0,30,30,"Never-married",1,1,108,0,0,1,900
84,84,25,1,0,40,-2,"Never-married",1,1,3501,0,0,1,1600
12,226,29,4,1,40,100,"Married",1,1,896,0,0,1,1600
45,45,18,1,1,40,70,"Never-married",0,0,317,0,0,0,1600
27,537,32,5,1,25,2,"Divorced",0,0,428,0,0,0,625
346,346,23,1,1,40,42,"Never-married",1,1,769,0,1,0,1600
22,368,23,2,1,37,-2,"Never-married",1,1,473,0,1,0,1369
18,18,20,1,0,40,2,"Never-married",1,1,327,0,0,0,1600
6,39,20,2,0,10,30,"Never-married",1,1,6053,0,0,0,100
78,151,24,2,0,1,1,"Never-married",1,1,2956,0,0,0,1
156,177,24,3,1,40,20,"Never-married",1,1,111,0,1,0,1600
30,207,24,4,1,60,8,"Never-married",1,1,47,0,1,0,3600
44,251,24,5,1,50,400,"Never-married",1,1,105,0,1,0,2500
9,252,23,4,1,30,5,"Never-married",1,1,669,0,1,0,900
5,491,31,9,0,15,30,"Never-married",1,1,415,0,1,0,225
29,133,26,3,0,40,25,"Never-married",0,1,2100,0,0,1,1600
49,49,22,1,1,20,40,"Never-married",0,1,408,0,0,1,400
165,214,25,2,1,40,6000,"Never-married",0,1,1118,1,0,1,1600
8,232,26,4,1,55,-4,"Never-married",0,1,2307,0,0,1,3025
37,269,26,5,0,40,6000,"Never-married",0,1,1131,1,0,1,1600
86,110,24,2,1,55,200,"Never-married",1,1,1002,0,0,1,3025
48,174,24,2,1,20,100,"Never-married",0,0,334,0,1,0,400
25,115,22,4,1,32,-2,"Never-married",0,1,422,0,1,0,1024
73,73,19,1,1,8,5,"Never-married",1,1,337,0,1,0,64
86,185,23,3,0,20,10,"Never-married",1,1,345,1,0,1,400
62,276,25,5,1,40,1000,"Never-married",1,1,597,0,0,1,1600
52,52,19,1,0,15,13,"Never-married",0,1,295,0,1,0,225
55,55,23,1,0,7,-4,"Never-married",0,1,324,0,0,1,49
3,535,27,9,1,40,-4,"Never-married",1,1,385,0,0,1,1600
41,51,23,2,1,40,40,"Never-married",1,1,455,0,0,1,1600
6,101,25,4,0,30,20,"Never-married",1,1,236,0,0,1,900
5,226,29,6,0,20,-4,"Never-married",1,1,284,0,0,1,400
2,244,29,6,1,20,-4,"Never-married",1,1,284,0,0,1,400
252,252,31,1,1,50,100,"Married",0,1,561,0,0,1,2500
94,103,25,2,0,40,60,"Never-married",0,1,567,0,0,1,1600
12,12,17,1,1,40,-4,"Never-married",0,1,421,0,0,0,1600
22,34,18,2,1,45,1,"Never-married",0,1,455,0,0,0,2025
93,93,30,1,1,40,10,"Divorced",0,1,569,0,1,0,1600
431,524,30,2,1,40,50,"Divorced",0,1,505,0,1,0,1600
80,80,21,1,0,15,15,"Never-married",1,1,297,0,1,0,225
32,125,22,3,1,38,-2,"Never-married",1,1,630,0,0,1,1444
39,182,26,5,0,55,55,"Never-married",1,1,629,1,0,1,3025
17,32,18,2,1,40,15,"Never-married",0,1,421,0,0,0,1600
102,184,22,4,1,40,1,"Never-married",0,1,614,0,0,0,1600
11,69,19,3,1,40,-4,"Never-married",1,1,343,0,0,0,1600
56,106,23,2,0,40,700,"Never-married",1,1,576,1,0,1,1600
10,183,25,2,0,40,1000,"Married",1,1,540,1,0,1,1600
2,201,25,2,1,40,1000,"Married",1,1,540,1,0,1,1600
27,37,24,2,0,35,-2,"Never-married",0,1,940,0,0,1,1225
41,82,25,2,0,40,2,"Never-married",0,1,553,0,0,1,1600
9,354,32,9,1,40,-4,"Never-married",0,1,522,0,0,1,1600
4,393,34,11,1,40,-4,"Married",0,1,626,0,0,1,1600
5,398,34,12,1,40,-4,"Married",0,1,626,0,0,1,1600
111,111,18,1,1,40,5,"Never-married",0,1,295,0,1,0,1600
30,141,18,2,1,40,-2,"Never-married",0,1,421,0,1,0,1600
14,155,18,3,1,40,-2,"Never-married",0,1,368,0,1,0,1600
72,253,23,6,0,40,4,"Never-married",0,1,371,0,1,0,1600
35,296,24,7,1,40,-4,"Never-married",0,1,94,0,1,0,1600
52,348,25,8,1,40,30,"Never-married",0,1,350,0,1,0,1600
95,443,27,9,1,45,6,"Never-married",0,1,374,0,1,0,2025
4,12,22,2,0,37,7,"Never-married",0,1,404,1,1,0,1369
140,153,24,2,0,8,-2,"Never-married",0,1,371,1,1,0,64
10,202,25,2,0,8,-2,"Never-married",0,1,360,1,1,0,64
34,34,22,1,0,20,150,"Never-married",0,1,103,0,1,0,400
96,96,28,1,1,40,35,"Married",1,1,547,1,0,1,1600
18,60,17,3,1,20,25,"Never-married",0,1,409,0,0,0,400
11,123,22,11,1,40,-4,"Married",0,1,557,0,1,0,1600
33,156,22,12,1,40,150,"Married",0,1,706,0,1,0,1600
53,209,24,13,1,40,130,"Married",0,1,955,1,1,0,1600
72,281,25,14,1,40,60,"Separated",0,1,810,0,1,0,1600
11,229,22,2,1,40,-2,"Never-married",0,1,564,0,1,0,1600
120,120,27,1,1,40,30,"Never-married",0,1,72,0,0,1,1600
61,181,28,2,0,35,40,"Never-married",0,1,70,0,0,1,1225
9,236,29,2,1,35,40,"Never-married",0,1,68,0,0,1,1225
225,413,31,3,1,40,8000,"Married",0,1,1150,0,0,1,1600
12,41,23,4,0,40,12,"Never-married",1,0,504,0,0,0,1600
102,177,26,5,1,42,15,"Never-married",1,0,650,0,0,0,1764
56,233,27,6,1,45,20,"Never-married",1,0,625,0,0,0,2025
56,289,28,7,1,40,25,"Never-married",1,0,698,0,0,0,1600
75,364,30,8,1,45,25,"Never-married",1,0,758,0,0,0,2025
14,14,19,1,1,25,25,"Never-married",0,0,266,0,1,0,625
52,331,33,4,1,40,15,"Married",0,0,2128,0,1,0,1600
20,66,22,5,1,40,6,"Never-married",1,0,270,0,0,0,1600
24,139,23,7,1,40,8,"Never-married",1,0,280,0,0,0,1600
35,222,26,9,1,25,50,"Never-married",1,0,283,0,0,0,625
159,159,18,1,1,37,-4,"Never-married",0,1,252,0,0,0,1369
5,13,17,3,1,40,-4,"Never-married",0,1,267,0,0,0,1600
2,15,17,4,1,40,-4,"Never-married",0,1,267,0,0,0,1600
8,29,18,8,1,20,-4,"Never-married",0,1,272,0,0,0,400
19,48,18,9,0,40,15,"Never-married",0,1,392,0,0,0,1600
8,237,23,5,0,40,6,"Never-married",0,1,384,0,0,0,1600
33,278,24,6,1,40,550,"Married",0,1,373,0,0,0,1600
14,294,26,8,1,14,150,"Divorced",0,1,700,0,0,0,196
9,167,24,9,1,72,-4,"Never-married",0,1,140,0,1,0,5184
15,15,16,1,1,40,5,-4,0,1,,0,0,0,1600
13,28,16,2,1,25,-4,-4,0,1,223,0,0,0,625
69,187,23,5,0,40,11,"Never-married",0,1,269,0,0,0,1600
39,239,23,6,1,40,8,"Never-married",0,1,334,0,0,0,1600
71,383,24,8,1,40,12,"Never-married",0,1,252,0,0,0,1600
44,427,25,9,1,40,25,"Never-married",0,1,274,0,0,0,1600
37,37,23,1,0,35,30,"Never-married",1,1,82,0,0,1,1225
25,75,24,3,0,40,8,"Never-married",1,1,500,0,0,1,1600
13,94,25,3,1,40,-4,"Never-married",1,1,501,0,0,1,1600
20,114,25,5,0,40,1,"Never-married",1,1,453,0,0,1,1600
45,169,26,6,1,25,15,"Never-married",1,1,75,0,0,1,625
266,435,32,7,1,45,12,"Never-married",1,1,662,0,0,1,2025
43,119,28,4,1,25,20,"Never-married",1,1,349,1,0,1,625
62,103,24,2,1,38,3000,"Never-married",1,1,1190,1,0,1,1444
42,145,25,3,0,38,300,"Married",1,1,902,1,0,1,1444
43,193,26,3,1,40,-2,"Married",1,1,879,1,0,1,1600
72,72,19,1,0,20,34,"Never-married",1,1,267,0,1,0,400
3,111,19,2,0,5,9,"Never-married",1,1,266,0,1,0,25
184,364,24,7,0,5,5,"Married",1,1,,0,1,0,25
55,541,29,9,1,30,16,"Divorced",1,1,363,0,1,0,900
40,581,31,11,1,60,7,"Married",1,1,387,0,1,0,3600
121,121,22,1,1,30,4,"Married",1,1,576,1,0,1,900
146,181,30,3,1,40,60,"Never-married",0,1,823,0,0,1,1600
30,91,23,2,1,40,25,"Never-married",1,1,297,0,0,1,1600
17,170,25,5,0,15,1,"Never-married",1,1,595,0,0,1,225
2,177,25,6,0,6,-4,"Never-married",1,1,525,1,0,1,36
5,188,26,7,1,40,-4,"Never-married",1,1,505,0,0,1,1600
17,205,26,8,1,40,10,"Never-married",1,1,539,1,0,1,1600
54,493,33,11,1,40,30,"Never-married",1,1,1061,0,0,1,1600
8,43,23,3,1,30,4,"Never-married",1,1,91,0,0,1,900
111,154,25,4,1,40,200,"Never-married",1,1,520,0,0,1,1600
21,224,23,4,0,40,30,"Never-married",0,0,347,0,1,0,1600
13,103,19,2,1,26,-4,"Never-married",1,0,274,0,1,0,676
82,208,24,4,1,40,150,"Never-married",0,0,307,0,1,0,1600
225,433,29,5,1,50,2000,"Never-married",0,0,156,0,1,0,2500
38,471,29,6,0,8,35,"Never-married",0,0,157,0,1,0,64
34,34,22,1,0,15,600,"Never-married",1,1,434,0,0,1,225
13,172,24,5,0,7,-2,"Never-married",1,1,266,0,0,0,49
6,40,18,4,0,20,-4,"Never-married",1,1,225,0,0,0,400
31,74,19,5,0,20,12,"Never-married",1,1,282,0,0,0,400
10,118,22,8,1,30,-4,"Never-married",1,1,79,0,0,0,900
34,152,23,9,1,40,10,"Never-married",1,1,76,0,0,0,1600
30,182,23,10,1,37,30,"Never-married",1,1,243,0,0,0,1369
65,251,25,12,1,40,20,"Never-married",1,1,236,0,0,0,1600
185,436,30,13,0,35,25,"Married",1,1,284,0,0,0,1225
21,467,30,14,0,30,15,"Married",1,1,67,0,0,0,900
8,481,30,15,1,25,-4,"Married",1,1,257,0,0,0,625
875,875,21,1,1,15,1,"Never-married",0,1,8,0,1,0,225
7,98,19,3,1,50,-4,"Never-married",0,1,242,0,0,0,2500
52,52,22,1,0,35,7,"Married",1,1,269,0,1,0,1225
57,177,22,2,0,8,12,"Married",1,1,720,1,1,0,64
28,28,33,1,0,40,1,"Married",1,1,557,0,0,1,1600
4,396,33,4,1,40,-4,"Married",1,1,472,0,0,1,1600
212,212,21,1,0,30,10,"Never-married",0,1,305,0,1,0,900
123,357,25,2,0,45,20,"Never-married",0,1,827,0,1,0,2025
61,529,29,2,1,50,20,"Never-married",0,1,474,0,1,0,2500
59,59,18,1,0,20,2,"Never-married",1,1,267,0,1,0,400
15,82,18,1,1,20,2,"Never-married",1,1,267,0,1,0,400
31,113,19,3,1,28,15,"Never-married",1,1,326,0,1,0,784
56,169,20,4,1,40,3,"Married",1,1,484,0,1,0,1600
47,264,22,6,1,40,15,"Married",1,1,504,0,1,0,1600
441,441,25,1,1,40,1100,"Married",0,1,297,0,0,1,1600
60,60,19,1,0,40,50,"Never-married",0,1,235,0,0,0,1600
11,93,19,2,1,40,-4,"Never-married",0,1,363,0,0,0,1600
53,146,21,1,1,40,200,"Never-married",0,1,282,0,0,0,1600
2,148,21,4,1,40,-4,"Never-married",0,1,226,0,0,0,1600
5,153,21,5,1,40,-4,"Never-married",0,1,364,0,0,0,1600
222,375,25,6,1,40,350,"Never-married",0,1,402,0,0,0,1600
2,377,25,7,1,40,-4,"Never-married",0,1,297,0,0,0,1600
8,173,23,7,1,40,-4,"Never-married",0,1,256,0,1,0,1600
115,288,25,8,1,70,500,"Never-married",0,1,265,0,1,0,4900
184,184,30,1,1,40,20,"Never-married",1,1,235,0,0,1,1600
105,105,20,1,0,13,300,"Never-married",1,1,240,0,1,0,169
18,94,20,4,1,40,200,"Never-married",0,0,394,0,0,0,1600
13,119,21,6,1,40,-2,"Never-married",0,0,288,0,0,0,1600
7,126,21,7,1,13,-4,"Never-married",0,0,269,0,0,0,169
14,193,24,10,0,40,60,"Never-married",0,0,350,0,0,0,1600
41,273,25,10,1,40,-2,"Never-married",0,0,338,0,0,0,1600
1,274,26,11,1,40,-4,"Never-married",0,0,338,0,0,0,1600
4,278,26,13,1,19,-4,"Never-married",0,0,304,0,0,0,361
256,374,25,5,0,40,350,"Married",0,1,810,1,1,0,1600
18,18,20,1,1,25,-4,"Married",1,0,252,0,1,0,625
359,394,27,3,1,40,30,"Married",1,0,377,1,1,0,1600
148,148,21,1,1,40,30,"Never-married",0,1,282,0,1,0,1600
22,170,21,2,0,40,-2,"Never-married",0,1,293,0,1,0,1600
24,199,22,3,1,40,30,"Never-married",0,1,315,0,1,0,1600
57,256,23,4,1,40,75,"Never-married",0,1,307,0,1,0,1600
50,306,24,5,1,40,35,"Never-married",0,1,427,0,1,0,1600
8,314,24,6,1,40,-4,"Never-married",0,1,501,0,1,0,1600
136,450,27,7,1,40,20,"Never-married",0,1,396,0,1,0,1600
9,459,27,8,1,45,-4,"Never-married",0,1,337,0,1,0,2025
28,487,27,9,1,40,7,"Never-married",0,1,303,0,1,0,1600
93,580,29,10,0,15,-2,"Never-married",0,1,241,0,1,0,225
64,69,21,2,1,40,200,"Married",0,0,358,0,1,0,1600
97,272,26,8,0,40,300,"Married",0,0,432,0,1,0,1600
12,290,27,10,1,40,6,"Married",0,0,455,0,1,0,1600
15,305,27,11,1,40,6,"Married",0,0,490,0,1,0,1600
8,313,27,12,0,40,-4,"Married",0,0,329,0,1,0,1600
7,339,28,12,1,40,-4,"Married",0,0,317,0,1,0,1600
355,694,35,14,0,40,50,"Married",0,0,475,0,1,0,1600
95,147,19,2,1,40,30,"Never-married",0,0,421,0,0,0,1600
10,179,19,4,1,40,-4,"Never-married",0,0,266,0,0,0,1600
10,189,20,5,1,40,-4,"Never-married",0,0,286,0,0,0,1600
50,279,22,7,1,40,20,"Never-married",0,0,374,0,0,0,1600
147,426,24,8,0,40,30,"Never-married",0,0,387,0,0,0,1600
