wdur,twdur,age,jobno2,single,hrswk,size,marri,female,white,rhrpay2,ind_pub,highsch,graduate,hrswk_sq
1,757,34,9,0,40,-4,"Married",0,0,275,0,1,0,1600
2,766,34,10,0,20,-4,"Married",0,0,287,0,1,0,400
10,58,20,4,0,40,20,"Never-married",1,1,295,0,1,0,1600
8,71,20,4,1,40,20,"Never-married",1,1,295,0,1,0,1600
96,198,26,9,1,40,-4,"Married",1,1,370,0,1,0,1600
20,20,19,1,0,20,4000,"Never-married",0,0,335,0,1,0,400
1,81,22,3,0,40,25,"Married",1,0,288,1,1,0,1600
2,2,18,1,1,40,-4,"Never-married",0,0,315,0,1,0,1600
19,62,20,4,1,30,15,"Never-married",0,0,266,0,1,0,900
26,88,20,5,1,40,30,"Never-married",0,0,297,0,1,0,1600
212,212,24,1,1,50,30,"Never-married",0,0,378,0,1,0,2500
122,122,19,1,1,40,35,"Never-married",0,1,548,0,1,0,1600
4,310,29,8,1,38,-4,"Married",0,1,599,0,1,0,1444
24,334,29,9,1,34,20,"Married",0,1,599,0,1,0,1156
256,590,34,10,1,40,350,"Married",0,1,853,0,1,0,1600
102,102,25,1,1,40,7,"Never-married",0,1,345,0,0,1,1600
116,116,25,1,1,20,50,"Never-married",1,1,385,0,0,1,400
43,322,31,5,1,40,20,"Married",1,1,379,0,0,1,1600
56,56,17,1,1,20,30,"Never-married",1,1,94,1,0,0,400
12,238,22,3,1,20,-4,"Never-married",1,1,205,0,0,1,400
211,211,20,1,1,40,50,"Never-married",0,0,450,0,1,0,1600
56,330,24,5,0,40,500,"Never-married",0,0,371,0,1,0,1600
127,465,26,5,0,40,500,"Never-married",0,0,175,0,1,0,1600
52,613,30,12,1,40,30,"Never-married",0,0,387,0,1,0,1600
1,1,19,1,0,15,-4,"Never-married",0,1,245,0,1,0,225
117,122,22,2,0,30,18,"Never-married",0,1,339,0,1,0,900
12,12,18,1,1,25,-4,"Never-married",0,1,215,0,1,0,625
80,92,19,2,1,37,30,"Never-married",0,1,312,0,1,0,1369
5,97,20,3,1,4,-4,"Never-married",0,1,211,1,1,0,16
43,198,22,5,1,30,9,"Never-married",0,1,297,0,1,0,900
17,215,22,6,0,10,-4,"Never-married",0,1,334,1,1,0,100
95,209,24,3,0,20,7,"Never-married",0,1,402,1,0,1,400
9,68,19,6,1,30,-4,"Never-married",0,1,228,0,0,0,900
43,111,20,7,1,30,30,"Never-married",0,1,196,0,0,0,900
53,164,20,8,1,40,30,"Never-married",0,1,106,0,0,0,1600
42,230,22,11,1,40,15,"Never-married",0,1,110,0,0,0,1600
258,488,27,12,1,40,-2,"Never-married",0,1,420,0,0,0,1600
21,21,20,1,1,25,25,"Never-married",1,1,207,0,1,0,625
10,31,20,2,1,20,-4,"Never-married",1,1,276,0,1,0,400
36,67,20,3,0,45,-2,"Never-married",1,1,355,1,1,0,2025
204,624,35,5,1,40,25,"Never-married",0,1,460,0,1,0,1600
89,89,21,1,1,40,-2,"Never-married",0,1,355,1,1,0,1600
79,79,24,1,1,50,25,"Married",1,1,421,0,0,1,2500
37,116,25,2,1,50,100,"Married",1,1,457,0,0,1,2500
140,256,27,3,1,40,70,"Married",1,1,405,0,0,1,1600
78,78,19,1,0,24,20,"Never-married",1,1,363,1,1,0,576
13,102,22,2,1,35,300,"Never-married",1,1,79,0,1,0,1225
4,4,22,1,1,20,-4,"Never-married",0,1,226,0,0,1,400
101,101,25,1,1,50,200,"Never-married",0,1,884,0,0,1,2500
66,167,26,2,1,40,30,"Never-married",0,1,1215,0,0,1,1600
142,142,30,1,0,40,-2,"Married",0,0,507,1,0,1,1600
108,469,32,3,0,60,35,"Married",0,0,356,1,0,1,3600
70,70,18,1,0,2,50,"Never-married",1,1,237,0,1,0,4
182,202,26,3,1,40,600,"Never-married",0,1,547,0,1,0,1600
46,99,19,2,1,24,2,"Never-married",1,1,295,0,1,0,576
17,17,19,1,1,30,6,"Divorced",1,1,242,0,0,0,900
4,21,19,2,1,40,-4,"Divorced",1,1,217,0,0,0,1600
2,120,23,4,0,2,-4,"Never-married",1,1,3945,0,0,1,4
16,158,24,6,0,0,-2,"Never-married",1,1,538,0,0,1,0
43,206,26,8,1,40,40,"Never-married",1,1,540,0,0,1,1600
39,114,19,2,0,25,50,"Never-married",1,1,262,0,1,0,625
16,136,19,3,0,35,65,"Never-married",1,1,320,0,1,0,1225
132,452,30,7,1,30,120,"Married",1,1,252,0,0,1,900
48,500,30,8,0,20,40,"Married",1,1,249,0,0,1,400
286,286,22,1,1,15,23,"Never-married",0,1,434,0,1,0,225
39,325,23,2,1,60,35,"Never-married",0,1,763,0,0,1,3600
31,36,21,2,1,28,2,"Never-married",0,1,363,0,0,0,784
35,71,22,3,1,40,10,"Never-married",0,1,473,0,0,0,1600
2,73,22,4,1,60,-4,"Never-married",0,1,315,0,0,0,3600
6,80,23,6,1,12,-4,"Never-married",0,1,211,0,0,0,144
69,192,25,10,1,15,6,"Never-married",0,1,225,0,0,0,225
130,130,26,1,0,20,15,"Never-married",1,1,252,0,0,1,400
49,224,28,3,0,16,1000,"Never-married",1,1,447,1,0,1,256
273,500,33,4,1,40,400,"Never-married",1,1,398,0,0,1,1600
98,132,24,4,0,6,20,"Never-married",1,1,306,0,1,0,36
186,186,22,1,0,9,10,"Never-married",1,0,433,0,0,1,81
6,322,22,2,1,25,70,"Never-married",1,0,79,0,0,1,625
71,393,24,3,1,40,20,"Married",1,0,657,0,0,1,1600
141,534,26,4,1,28,600,"Married",1,0,795,0,0,1,784
23,557,27,5,0,20,6,"Married",1,0,898,1,0,1,400
9,20,18,2,1,20,-4,"Never-married",1,1,233,0,0,0,400
14,75,20,5,1,35,-2,"Never-married",1,1,231,0,1,0,1225
9,109,20,7,1,40,-4,"Never-married",1,1,231,0,1,0,1600
10,119,21,8,1,36,-4,"Never-married",1,1,88,0,1,0,1296
25,144,21,9,1,25,5,"Never-married",1,1,127,0,1,0,625
45,300,26,15,1,40,500,"Never-married",1,1,360,0,1,0,1600
12,332,28,17,1,38,-4,"Married",1,1,350,0,1,0,1444
15,347,29,18,0,30,49,"Married",1,1,438,0,1,0,900
18,40,20,4,1,40,-2,"Married",1,1,252,0,1,0,1600
11,51,21,5,1,28,-4,"Married",1,1,215,0,1,0,784
19,70,21,6,1,37,80,"Married",1,1,286,1,1,0,1369
79,248,25,9,1,32,15,"Married",1,1,278,0,1,0,1024
113,361,27,10,1,40,8,"Married",1,1,315,0,1,0,1600
25,526,30,12,0,20,50,"Married",1,1,266,0,1,0,400
127,657,33,13,1,40,12,"Married",1,1,280,0,1,0,1600
87,87,18,1,0,30,-2,"Never-married",0,0,233,0,1,0,900
6,63,20,3,1,35,-4,"Married",0,0,315,0,1,0,1225
32,95,20,4,1,60,35,"Married",0,0,345,0,1,0,3600
4,99,20,5,1,45,-4,"Married",0,0,432,0,1,0,2025
2,101,20,6,1,25,-4,"Married",0,0,345,0,1,0,625
9,110,20,7,1,30,-4,"Married",0,0,307,0,1,0,900
52,182,27,11,1,40,-4,"Divorced",0,0,419,0,1,0,1600
112,112,18,1,1,35,12,"Never-married",1,1,274,0,1,0,1225
106,238,24,3,1,35,30,"Married",1,1,355,0,0,1,1225
191,429,24,4,1,40,150,"Married",1,1,522,0,0,1,1600
9,629,32,8,0,50,-4,"Never-married",0,1,165,0,1,0,2500
9,642,32,9,1,40,-4,"Never-married",0,1,368,0,1,0,1600
13,88,21,3,0,23,9,"Never-married",1,1,269,0,1,0,529
38,179,23,5,0,40,10,"Never-married",1,1,360,0,1,0,1600
178,436,28,10,1,30,100,"Never-married",0,1,191,0,0,0,900
85,621,33,18,0,40,-4,"Never-married",0,1,475,0,0,0,1600
46,147,19,4,0,20,20,"Never-married",1,1,242,0,0,0,400
5,401,32,8,0,40,-2,"Married",1,1,318,1,0,0,1600
22,43,20,3,0,30,75,"Never-married",1,1,54,1,1,0,900
16,137,25,8,1,40,10,"Never-married",1,1,285,0,1,0,1600
17,183,25,11,1,50,2,"Never-married",1,1,360,0,1,0,2500
6,189,25,12,1,30,-4,"Never-married",1,1,216,0,1,0,900
14,113,23,3,1,40,-4,"Never-married",1,1,260,0,1,0,1600
157,270,26,4,0,21,7,"Never-married",1,1,465,0,1,0,441
81,171,26,5,1,40,12,"Never-married",0,1,420,0,1,0,1600
323,494,32,6,1,45,3,"Married",0,1,346,0,1,0,2025
178,178,28,1,0,5,15,"Never-married",1,1,367,0,0,1,25
11,261,28,2,1,40,50,"Never-married",1,1,542,1,0,1,1600
12,273,29,3,0,15,15,"Never-married",1,1,338,0,0,1,225
38,322,30,4,1,40,300,"Never-married",1,1,413,1,0,1,1600
177,499,33,5,1,40,250,"Never-married",1,1,654,1,0,1,1600
1,170,25,6,1,40,-4,"Never-married",0,1,432,0,1,0,1600
22,364,32,10,0,40,20,"Never-married",0,1,537,0,1,0,1600
25,484,34,13,0,40,-2,"Never-married",0,1,490,0,1,0,1600
31,72,19,3,1,25,65,"Never-married",1,1,89,0,0,0,625
59,122,24,2,1,36,25,"Never-married",1,1,262,0,1,0,1296
12,85,20,4,1,50,-4,"Never-married",0,1,262,0,0,0,2500
37,136,22,7,1,38,10,"Never-married",0,1,259,0,0,0,1444
17,401,33,17,0,40,-4,"Never-married",0,1,214,0,0,0,1600
93,97,22,2,1,40,-4,"Married",0,1,336,0,1,0,1600
13,110,22,3,1,40,50,"Married",0,1,442,0,1,0,1600
76,186,23,4,0,40,50,"Married",0,1,405,0,1,0,1600
40,258,25,6,1,45,10,"Married",0,1,455,0,1,0,2025
136,136,18,1,1,29,38,"Never-married",1,1,272,0,0,0,841
15,185,20,6,0,60,8,"Never-married",1,1,326,0,1,0,3600
15,217,21,8,1,36,9,"Never-married",1,1,269,0,1,0,1296
29,278,22,11,0,40,16,"Never-married",1,1,302,0,1,0,1600
55,591,31,15,1,38,5,"Never-married",1,1,283,0,1,0,1444
9,19,19,3,1,10,-4,"Married",1,1,239,0,0,0,100
4,23,19,4,1,20,-4,"Married",1,1,252,0,0,0,400
7,30,19,5,1,27,-4,"Married",1,1,242,0,0,0,729
113,240,27,9,0,40,412,"Divorced",1,1,343,0,1,0,1600
33,411,34,11,0,36,30,"Divorced",1,1,234,0,1,0,1296
27,27,17,1,1,35,12,"Never-married",0,1,237,0,0,1,1225
13,58,19,4,0,40,25,"Never-married",0,1,289,0,0,0,1600
76,441,27,9,1,40,100,"Never-married",0,1,455,0,0,0,1600
49,672,33,12,0,3,-4,"Never-married",0,1,373,0,0,0,9
7,703,35,13,1,35,500,"Never-married",0,1,391,0,0,0,1225
16,16,21,1,1,35,5,"Never-married",1,1,241,0,1,0,1225
7,23,21,2,0,12,25,"Never-married",1,1,241,0,1,0,144
22,97,27,5,1,25,10,"Never-married",1,1,40,1,0,1,625
75,172,29,6,0,40,35,"Never-married",1,1,371,0,0,1,1600
2,254,29,7,1,30,-4,"Never-married",1,1,460,0,0,1,900
11,265,31,6,1,40,30,"Never-married",1,1,322,0,0,1,1600
15,280,31,9,1,40,-4,"Never-married",1,1,306,0,0,1,1600
4,40,19,3,1,35,-4,"Never-married",0,1,302,0,1,0,1225
51,91,20,4,1,40,-4,"Never-married",0,1,335,0,1,0,1600
6,113,20,6,1,40,-4,"Never-married",0,1,1052,0,1,0,1600
22,156,23,8,0,40,3,"Married",0,1,557,0,1,0,1600
80,261,23,9,1,40,-4,"Married",0,1,504,0,1,0,1600
438,699,32,8,1,40,5,"Married",0,1,612,0,1,0,1600
153,153,19,1,1,40,10,"Never-married",1,1,274,0,1,0,1600
29,236,23,4,0,40,6,"Never-married",1,1,345,0,1,0,1600
32,282,24,4,1,40,5,"Married",1,1,334,0,1,0,1600
5,133,19,4,1,30,-4,"Never-married",1,1,274,0,1,0,900
18,151,19,5,1,12,25,"Never-married",1,1,221,0,1,0,144
27,198,20,7,0,30,200,"Never-married",1,1,297,0,1,0,900
11,210,21,8,1,40,-4,"Never-married",1,1,292,0,1,0,1600
74,284,22,9,0,40,25,"Married",1,1,414,1,1,0,1600
9,27,18,2,1,40,-4,"Never-married",0,1,338,0,1,0,1600
22,65,19,5,1,40,25,"Never-married",0,1,484,0,1,0,1600
17,293,27,14,1,35,3,"Married",0,1,281,0,1,0,1225
2,167,24,5,1,20,5,"Never-married",1,1,337,0,1,0,400
156,380,31,8,0,40,20,"Never-married",1,1,421,1,0,1,1600
129,239,22,4,0,28,115,"Never-married",0,1,79,0,1,0,784
142,424,26,7,0,15,100,"Never-married",0,1,143,0,0,1,225
6,19,18,2,0,8,6,"Never-married",0,1,278,0,1,0,64
45,71,19,4,0,18,30,"Never-married",0,1,239,0,1,0,324
13,101,23,9,1,45,-4,"Married",0,1,394,0,1,0,2025
144,245,26,10,0,40,19,"Married",0,1,576,0,1,0,1600
25,25,19,1,1,40,25,"Never-married",0,1,252,0,1,0,1600
11,131,25,6,1,40,-4,"Never-married",0,1,270,0,1,0,1600
21,152,26,7,1,40,15,"Never-married",0,1,324,0,1,0,1600
92,300,29,10,0,30,22,"Never-married",0,1,242,0,1,0,900
98,330,29,9,0,32,500,"Married",0,1,257,0,1,0,1024
76,76,18,1,0,35,9,"Never-married",1,1,248,0,1,0,1225
32,113,22,3,0,10,250,"Married",1,1,230,0,1,0,100
4,135,31,5,0,50,2,"Married",0,1,427,0,0,1,2500
17,98,27,6,1,18,20,"Married",1,1,283,0,0,1,324
21,21,23,1,0,40,50,"Never-married",1,1,111,0,1,0,1600
1,250,29,8,0,30,-4,"Never-married",1,1,316,0,0,1,900
34,35,19,1,1,20,3,"Never-married",0,1,189,0,1,0,400
133,133,25,1,1,25,30,"Never-married",1,1,74,0,0,1,625
28,161,26,2,0,8,1000,"Never-married",1,1,700,1,0,1,64
161,419,33,4,0,20,-2,"Married",1,1,560,1,0,1,400
4,462,33,5,0,4,8,"Married",1,1,460,1,0,1,16
4,518,33,7,1,5,-4,"Married",1,1,367,1,0,1,25
70,70,18,1,1,20,-4,"Never-married",0,1,248,0,0,0,400
11,82,19,3,1,10,-4,"Never-married",0,1,1089,0,1,0,100
425,695,33,9,1,60,-4,"Married",0,1,1098,0,0,1,3600
11,71,23,3,1,40,-4,"Never-married",1,1,76,0,1,0,1600
58,58,23,1,0,12,30,"Never-married",1,1,326,1,0,1,144
26,26,21,1,1,40,2,"Never-married",0,1,356,0,0,0,1600
13,43,21,3,1,40,10,"Never-married",0,1,467,0,0,0,1600
26,69,21,4,1,40,4,"Never-married",0,1,283,0,0,0,1600
28,97,21,5,1,40,25,"Never-married",0,1,305,0,0,0,1600
70,167,21,6,1,40,7,"Never-married",0,1,286,0,0,0,1600
3,170,21,7,0,40,100,"Never-married",0,1,655,0,0,0,1600
117,139,23,2,1,36,-2,"Never-married",0,1,451,1,0,0,1296
11,138,23,2,0,1,2,"Never-married",1,1,,0,0,1,1
27,290,27,5,1,35,100,"Never-married",0,1,330,0,1,0,1225
95,95,22,1,1,55,50,"Never-married",0,1,584,1,0,1,3025
45,45,19,1,0,13,40,"Never-married",0,1,86,0,1,0,169
15,172,23,9,1,35,-4,"Never-married",1,1,307,0,1,0,1225
22,22,19,1,1,40,20,"Never-married",1,1,502,0,1,0,1600
130,130,20,1,0,30,250,"Never-married",0,1,86,0,1,0,900
1,140,20,2,1,15,-4,"Never-married",0,1,605,0,1,0,225
23,163,21,1,0,25,150,"Never-married",0,1,84,0,1,0,625
4,189,22,7,0,25,3,"Never-married",0,1,384,0,1,0,625
43,103,19,6,1,30,20,"Never-married",0,1,239,0,0,0,900
38,364,26,10,1,40,7,"Never-married",0,1,540,0,0,0,1600
18,382,26,11,1,40,-4,"Never-married",0,1,540,0,0,0,1600
46,428,27,12,0,40,6,"Never-married",0,1,525,0,0,0,1600
110,110,22,1,0,20,6,"Never-married",0,1,350,0,1,0,400
24,144,24,1,0,20,-4,"Never-married",0,1,385,0,1,0,400
58,78,21,5,1,40,12,"Never-married",0,1,427,0,0,0,1600
3,104,22,8,0,35,-4,"Never-married",0,1,408,0,0,0,1225
52,210,25,12,1,40,3,"Never-married",0,1,472,0,0,0,1600
51,51,22,1,1,10,3,"Married",1,1,240,0,0,1,100
126,177,24,2,1,40,2,"Married",1,1,476,0,0,1,1600
4,181,24,3,0,8,-4,"Married",1,1,540,0,0,1,64
22,427,31,5,0,30,9,"Married",1,1,284,0,0,1,900
15,123,24,9,1,38,250,"Never-married",1,1,289,0,0,0,1444
54,54,18,1,1,40,40,"Never-married",1,1,274,0,1,0,1600
75,154,22,3,0,30,20,"Never-married",1,1,390,0,1,0,900
3,197,22,4,0,22,-2,"Never-married",1,1,334,1,1,0,484
322,602,30,6,1,30,18,"Never-married",1,1,373,1,1,0,900
24,24,20,1,1,20,25,"Never-married",0,1,236,0,1,0,400
11,36,20,3,1,30,-4,"Never-married",0,1,236,0,1,0,900
8,44,20,4,1,25,-4,"Never-married",0,1,276,0,1,0,625
43,93,21,6,1,33,14,"Never-married",0,1,278,1,1,0,1089
7,107,22,8,0,30,-4,"Never-married",0,1,297,0,1,0,900
6,115,24,9,0,40,7,"Never-married",0,1,483,0,1,0,1600
126,250,25,9,1,40,11,"Married",0,1,438,0,1,0,1600
16,266,25,11,1,60,9,"Married",0,1,227,0,1,0,3600
28,294,26,12,1,40,1,"Married",0,1,439,0,1,0,1600
206,206,25,1,1,40,100,"Never-married",0,1,481,0,0,1,1600
221,248,25,6,1,70,2,"Never-married",0,1,225,0,0,0,4900
3,251,25,7,1,20,-4,"Never-married",0,1,420,0,0,0,400
47,301,26,9,1,40,7,"Never-married",0,1,438,0,0,0,1600
6,377,29,12,1,40,-4,"Never-married",0,1,806,0,0,0,1600
48,425,31,13,0,40,16,"Never-married",0,1,948,0,0,0,1600
5,5,19,1,1,40,-4,"Never-married",0,1,326,0,0,0,1600
26,42,20,3,0,108,-4,"Never-married",0,1,123,0,0,0,11664
8,56,21,5,1,60,-4,"Never-married",0,1,204,0,0,0,3600
24,212,27,11,0,40,-2,"Married",0,1,442,0,0,0,1600
155,410,29,13,0,40,-4,"Married",0,1,322,0,0,0,1600
20,457,33,14,1,40,5,"Divorced",0,1,474,0,0,0,1600
21,21,24,1,0,10,7,"Never-married",1,1,252,0,0,1,100
12,83,24,3,1,70,-4,"Never-married",1,1,50,0,0,1,4900
68,68,18,1,0,30,7,"Never-married",0,1,224,0,1,0,900
1,89,18,2,1,30,8,"Never-married",0,1,217,0,1,0,900
2,560,27,5,0,40,-4,"Married",0,1,507,0,1,0,1600
6,571,28,5,1,40,-4,"Married",0,1,507,0,1,0,1600
64,178,29,6,1,30,30,"Never-married",1,1,151,0,0,0,900
35,35,20,1,0,40,45,"Married",1,1,1054,1,1,0,1600
2,2,23,1,0,21,-4,"Never-married",1,1,262,0,0,1,441
81,94,25,2,0,40,20,"Never-married",1,1,256,1,0,1,1600
5,110,26,2,1,40,20,"Never-married",1,1,252,1,0,1,1600
35,145,26,4,0,40,50,"Never-married",1,1,299,1,0,1,1600
40,197,27,4,0,40,50,"Never-married",1,1,290,1,0,1,1600
71,71,18,1,0,100,2,"Never-married",0,1,114,0,0,0,10000
20,109,19,4,1,70,300,"Never-married",0,1,564,0,0,0,4900
10,119,20,5,1,84,-4,"Never-married",0,1,512,0,0,0,7056
18,123,19,2,0,12,12,"Never-married",1,1,228,0,1,0,144
17,295,23,6,0,40,40,"Never-married",1,1,394,0,1,0,1600
49,454,26,8,0,20,9,"Married",1,1,216,0,1,0,400
113,417,27,2,1,40,12,"Never-married",1,1,1613,0,1,0,1600
2,2,18,1,0,20,20,"Never-married",1,1,217,0,1,0,400
9,235,22,4,1,40,-4,"Never-married",1,1,371,0,1,0,1600
29,264,22,5,1,40,2,"Never-married",1,1,371,0,1,0,1600
15,279,23,6,1,40,55,"Never-married",1,1,76,0,1,0,1600
11,429,30,8,1,40,12,"Married",1,1,505,0,1,0,1600
132,561,32,10,0,40,7,"Married",1,1,589,0,1,0,1600
66,66,23,1,0,20,20,"Never-married",1,1,197,0,1,0,400
35,220,24,3,1,30,20,"Never-married",1,1,215,0,0,1,900
114,346,27,5,1,32,40,"Never-married",1,1,251,0,0,1,1024
36,382,28,6,1,40,12,"Married",1,1,403,1,0,1,1600
2,384,28,7,0,30,30,"Married",1,1,484,0,0,1,900
67,206,20,2,0,40,5,"Never-married",1,1,227,0,1,0,1600
123,444,25,4,1,40,1500,"Never-married",1,1,333,0,1,0,1600
10,454,25,5,0,20,15,"Never-married",1,1,334,0,1,0,400
38,501,26,5,0,7,15,"Never-married",1,1,324,0,1,0,49
70,596,28,7,1,40,50,"Never-married",1,1,328,0,1,0,1600
11,685,30,9,0,20,1000,"Never-married",1,1,404,0,1,0,400
156,916,35,12,0,40,-2,"Never-married",1,1,824,0,1,0,1600
32,32,19,1,1,40,5,"Never-married",0,1,240,0,1,0,1600
67,99,20,2,1,40,15,"Married",0,1,618,0,1,0,1600
51,150,21,3,1,70,15,"Married",0,1,687,0,1,0,4900
105,255,23,4,1,35,30,"Married",0,1,925,0,1,0,1225
187,442,27,5,1,40,40,"Married",0,1,1000,0,1,0,1600
101,101,19,1,0,30,15,"Never-married",1,1,221,0,1,0,900
8,122,20,2,0,35,-2,"Never-married",1,1,215,1,1,0,1225
13,146,20,3,0,15,6,"Never-married",1,1,266,0,1,0,225
47,202,21,3,0,9,10,"Never-married",1,1,262,0,1,0,81
3,298,23,6,1,20,-4,"Never-married",1,1,269,0,1,0,400
11,309,23,7,1,40,-4,"Never-married",1,1,230,0,1,0,1600
89,89,21,1,1,40,75,"Married",1,1,348,0,1,0,1600
38,112,21,6,1,20,30,"Never-married",0,1,403,0,1,0,400
69,69,19,1,0,8,3,"Never-married",1,1,286,0,1,0,64
128,156,29,2,1,40,-4,"Married",0,1,600,1,0,1,1600
52,232,29,5,1,40,50,"Married",0,1,825,0,0,1,1600
2,251,25,4,0,16,-4,"Never-married",0,1,360,0,0,1,256
3,3,23,1,0,8,-4,"Never-married",0,1,525,0,1,0,64
116,116,25,1,1,10,40,"Never-married",1,1,197,0,0,1,100
30,146,25,2,1,25,40,"Never-married",1,1,191,0,0,1,625
39,185,25,3,1,55,20,"Never-married",1,1,344,1,0,1,3025
74,156,20,2,0,40,-2,"Never-married",0,1,256,1,1,0,1600
3,4,21,2,1,35,-4,"Never-married",0,1,215,0,1,0,1225
14,27,23,4,1,40,25,"Never-married",0,1,236,0,1,0,1600
9,51,25,8,1,40,-4,"Never-married",0,1,371,0,1,0,1600
10,61,25,9,1,60,-4,"Never-married",0,1,304,0,1,0,3600
4,119,26,11,1,30,-4,"Never-married",0,1,648,0,1,0,900
5,148,27,13,0,25,-4,"Never-married",0,1,700,0,1,0,625
46,195,28,14,1,40,-2,"Never-married",0,1,438,0,1,0,1600
1,326,31,16,1,25,-4,"Never-married",0,1,613,0,1,0,625
179,179,18,1,1,22,2,"Never-married",0,1,225,0,1,0,484
12,191,18,2,1,40,-4,"Never-married",0,1,245,0,1,0,1600
36,246,21,7,1,28,-2,"Never-married",0,1,384,0,1,0,784
43,289,22,8,1,40,60,"Never-married",0,1,371,0,1,0,1600
10,474,26,10,1,40,-4,"Never-married",0,1,372,0,1,0,1600
72,72,19,1,0,15,15,"Never-married",1,1,261,0,1,0,225
49,426,28,6,0,40,-2,"Never-married",1,1,394,1,1,0,1600
19,19,19,1,0,15,2,"Never-married",0,1,148,0,1,0,225
29,123,21,4,1,40,-2,"Never-married",0,1,256,0,1,0,1600
18,310,26,10,1,40,-2,"Never-married",0,1,324,0,1,0,1600
60,399,31,13,0,40,20,"Married",0,1,484,1,1,0,1600
38,38,23,1,1,10,15,"Never-married",1,1,272,0,0,1,100
226,275,28,3,0,40,8,"Never-married",1,1,429,0,0,1,1600
308,337,26,2,1,40,12,"Divorced",1,1,588,0,1,0,1600
58,430,28,4,1,30,50,"Divorced",1,1,244,0,1,0,900
79,509,31,5,1,40,20,"Divorced",1,1,606,0,1,0,1600
22,159,22,4,1,40,50,"Never-married",0,1,450,0,1,0,1600
328,487,31,5,1,40,400,"Married",0,1,997,0,1,0,1600
104,591,31,6,1,40,450,"Married",0,1,1286,0,1,0,1600
12,12,21,1,1,30,-4,"Never-married",0,1,259,0,1,0,900
14,26,21,2,1,30,30,"Never-married",0,1,,1,1,0,900
4,30,21,3,1,40,-4,"Never-married",0,1,249,0,1,0,1600
28,58,22,4,1,38,20,"Never-married",0,1,278,0,1,0,1444
33,105,23,6,0,35,60,"Never-married",0,1,360,0,1,0,1225
40,159,24,6,1,33,50,"Never-married",0,1,385,0,1,0,1089
15,32,17,2,1,12,-2,"Never-married",0,1,252,0,0,0,144
110,380,26,7,0,40,30,"Never-married",0,1,333,0,0,0,1600
80,127,27,4,1,50,100,"Married",1,1,448,1,0,1,2500
16,193,31,7,1,40,-2,"Married",1,1,451,1,0,1,1600
8,8,18,1,1,40,-4,"Never-married",1,1,226,0,1,0,1600
149,221,27,3,1,40,600,"Never-married",1,1,630,1,0,1,1600
22,22,25,1,1,30,100,"Never-married",1,0,157,0,0,1,900
9,31,25,2,0,8,20,"Never-married",1,0,4229,0,0,1,64
158,158,23,1,1,30,-2,"Never-married",0,1,252,0,1,0,900
13,13,25,1,1,40,30,"Never-married",0,1,372,0,0,1,1600
5,18,25,2,1,15,-4,"Never-married",0,1,388,1,0,1,225
52,52,22,1,1,40,8,"Divorced",0,1,252,0,1,0,1600
121,173,24,2,1,45,1,"Divorced",0,1,573,0,1,0,2025
169,342,29,3,1,40,-4,"Married",0,1,1070,0,1,0,1600
7,103,21,2,0,30,25,"Never-married",1,1,207,0,1,0,900
114,152,21,3,1,25,80,"Never-married",0,1,343,0,1,0,625
25,177,21,4,1,40,15,"Never-married",0,1,343,0,1,0,1600
26,203,22,5,1,35,15,"Never-married",0,1,217,0,1,0,1225
5,352,25,16,0,12,-4,"Never-married",0,1,76,0,1,0,144
70,152,24,2,0,20,20,"Never-married",0,1,260,0,1,0,400
51,232,26,4,0,40,140,"Never-married",0,1,323,0,1,0,1600
60,180,23,2,0,10,1000,"Never-married",0,1,460,1,1,0,100
91,334,28,4,1,40,500,"Never-married",0,1,775,1,1,0,1600
53,387,30,5,1,40,1000,"Married",0,1,758,1,1,0,1600
15,402,30,6,0,40,-4,"Married",0,1,1043,1,1,0,1600
192,192,22,1,0,12,15,"Never-married",1,1,197,0,0,1,144
15,208,22,2,1,50,6,"Never-married",1,1,78,0,0,1,2500
20,20,24,1,0,10,5,"Never-married",1,1,237,0,1,0,100
7,77,26,2,0,35,3,"Never-married",1,1,262,1,1,0,1225
78,291,33,5,1,35,1500,"Married",1,1,432,1,0,1,1225
33,33,18,1,1,75,1,"Never-married",0,1,261,0,1,0,5625
10,43,19,2,1,60,-4,"Never-married",0,1,492,0,1,0,3600
15,58,19,3,1,60,90,"Never-married",0,1,379,0,1,0,3600
6,64,19,4,1,70,-4,"Never-married",0,1,295,0,1,0,4900
3,72,19,7,1,50,-4,"Never-married",0,1,337,0,1,0,2500
1,87,20,9,1,40,-4,"Never-married",0,1,266,0,1,0,1600
9,96,20,10,1,55,-4,"Never-married",0,1,245,0,1,0,3025
136,149,22,2,1,40,10,"Never-married",0,1,423,0,1,0,1600
6,155,22,3,0,40,-4,"Never-married",0,1,360,0,1,0,1600
19,179,23,4,0,55,80,"Married",0,1,472,0,1,0,3025
155,559,31,6,1,40,-4,"Married",0,1,1621,0,1,0,1600
4,4,19,1,1,40,-4,"Never-married",0,1,394,0,1,0,1600
45,49,20,2,1,40,30,"Never-married",0,1,461,0,1,0,1600
22,71,20,3,1,40,15,"Never-married",0,1,480,0,1,0,1600
87,238,24,5,1,40,6,"Never-married",0,1,700,0,1,0,1600
11,11,24,1,1,23,-4,"Never-married",1,1,288,0,0,1,529
136,147,26,2,0,40,20,"Married",1,1,413,1,0,1,1600
